Date,Date (text),Title,Presented by,Summary,Video URL,Video ID,Duration (min),Views,Views (text),Likes,Subscribers,Published (relative),Duration (text),Category,Tags,Channel,Is Live,Description excerpt
2025-11-10,"Nov 10, 2025",Artelus - Healthcare,IndiaAI,"The IndiaAI Innovation Challenge, launched under the IndiaAI Application Development Initiative, has shortlisted 30 transformative AI solutions across the following 5 key themes: 1. Assistive Technology for Learning Disabilities Spotlight: Healthcare One standout solution comes from Artelus, whose AI innovation is...",https://www.youtube.com/watch?v=Waj1fpziwgQ,Waj1fpziwgQ,1.7,112,112 views,5,20.6K subscribers,3 months ago,1:42,,,IndiaAI,False,"The IndiaAI Innovation Challenge, launched under the IndiaAI Application Development Initiative, has shortlisted 30 transformative AI solutions across the following 5 key themes: 1. Healthcare 2. Agriculture 3. Climate C..."
2025-11-03,"Nov 3, 2025","YUVAi – Global Youth Challenge | Start Young, Think Big",IndiaAI,"The YUVAi – Global Youth Challenge is your chance to dream big with AI! Implementing in partnership with MyBharat and NIELIT, this innovation program invites young innovators in the age group 13-21, to bring their most innovative AI solutions to solve real-world problems.",https://www.youtube.com/watch?v=NzsX0jnvC_w,NzsX0jnvC_w,1.55,385,385 views,8,20.6K subscribers,3 months ago,1:33,,,IndiaAI,False,"The YUVAi – Global Youth Challenge is your chance to dream big with AI! Implementing in partnership with MyBharat and NIELIT, this innovation program invites young innovators in the age group 13-21, to bring their most i..."
2025-11-03,"Nov 3, 2025",AI by HER: Global Impact Challenge for Women in AI,IndiaAI,"Inclusivity is the key to successful innovation. AI by Her: Global Impact Challenge calls on women-led teams of innovators worldwide to present impactful, AI-driven solutions in health, education, climate and beyond.",https://www.youtube.com/watch?v=5jhWPFhvV8U,5jhWPFhvV8U,1.38,238,238 views,3,20.6K subscribers,3 months ago,1:23,,,IndiaAI,False,"Inclusivity is the key to successful innovation. AI by Her: Global Impact Challenge calls on women-led teams of innovators worldwide to present impactful, AI-driven solutions in health, education, climate and beyond. The..."
2025-10-28,"Oct 28, 2025",AI for ALL: Global Impact Challenge,IndiaAI,Have an idea that can make AI work for everyone? The AI for ALL: Global Impact Challenge is calling on innovators like you!,https://www.youtube.com/watch?v=mgoS_dc1i9Y,mgoS_dc1i9Y,1.57,221,221 views,7,20.6K subscribers,3 months ago,1:34,,,IndiaAI,False,"Have an idea that can make AI work for everyone? The AI for ALL: Global Impact Challenge is calling on innovators like you! If you're developing AI solutions that drive inclusive change, participate today for a chance to..."
2025-10-24,"Oct 24, 2025",AI for Social Impact: MeitY Leads the Charge at ESTIC 2025,IndiaAI,"The Emerging Science, Technology, and Innovation Conclave (ESTIC) 2025 India's premier STI platform, is being organized from 3rd to 5th November 2025 at Bharat Mandapam and will bring together ministries, innovators, and global visionaries. An annual flagship event, ESTIC fosters collaboration, celebrates...",https://www.youtube.com/watch?v=2pAzbEJsUhQ,2pAzbEJsUhQ,4.4,172,172 views,2,20.6K subscribers,3 months ago,4:24,,,IndiaAI,False,"The Emerging Science, Technology, and Innovation Conclave (ESTIC) 2025 India's premier STI platform, is being organized from 3rd to 5th November 2025 at Bharat Mandapam and will bring together ministries, innovators, and..."
2025-10-05,"Oct 5, 2025",Data & AI Labs under  IndiaAI Mission’s FutureSkills initiative,IndiaAI,"As part of the IndiaAI Mission’s initiative, a growing network of 27 state-of-the-art Data & AI Labs across Tier-2 & Tier-3 cities is empowering students with world-class infrastructure, compute resources, and AI training. These labs are more than just classrooms—they are gateways to the future of work, preparing...",https://www.youtube.com/watch?v=cHBL9lWyXOk,cHBL9lWyXOk,1.15,413,413 views,5,20.6K subscribers,4 months ago,1:09,,,IndiaAI,False,"As part of the IndiaAI Mission’s #FutureSkills initiative, a growing network of 27 state-of-the-art Data & AI Labs across Tier-2 & Tier-3 cities is empowering students with world-class infrastructure, compute resources, ..."
2025-10-04,"Oct 4, 2025",Data & AI Labs under the FutureSkills initiative of IndiaAI Mission,IndiaAI,"3 state-of-the-art Data & AI Labs have been established at Mokokchung, Mhow, and Mohali, in collaboration with Intel India, bringing world-class infrastructure and industry-curated curriculum to learners. Complementing them, 27 labs across Tier-2 and Tier-3 cities are expanding access to foundational AI and data...",https://www.youtube.com/watch?v=xwfvKw_UB4o,xwfvKw_UB4o,2.63,144,144 views,5,20.6K subscribers,4 months ago,2:38,,,IndiaAI,False,"3 state-of-the-art Data & AI Labs have been established at Mokokchung, Mhow, and Mohali, in collaboration with Intel India, bringing world-class infrastructure and industry-curated curriculum to learners. Complementing t..."
2025-10-03,"Oct 3, 2025",IndiaAI Data & AI Labs under the FutureSkills initiative of IndiaAI Mission,IndiaAI,"The journey towards an AI-powered India takes a big step forward with the launch of 30 IndiaAI Data & AI Labs across the country, marking the first wave of a 570-lab network under the initiative of IndiaAI Mission in association with NIELIT. With 3 state-of-the-art labs in Mokokchung, Mhow, and Mohali, and 27...",https://www.youtube.com/watch?v=-1Wp1Cuv5Ig,-1Wp1Cuv5Ig,2.32,234,234 views,4,20.6K subscribers,4 months ago,2:19,,,IndiaAI,False,"The journey towards an AI-powered India takes a big step forward with the launch of 30 IndiaAI Data & AI Labs across the country, marking the first wave of a 570-lab network under the #FutureSkills initiative of IndiaAI ..."
2025-09-30,"Sep 30, 2025",How India is shaping future of AI & Development: Global South Impact Summit 2026: Shri S Krishnan,IndiaAI,"India’s AI Mission is powering the future of innovation, growth, and inclusion across the Global South. From digital public infrastructure to sovereign AI models, India is building a sustainable and impactful framework that empowers education, healthcare, agriculture, and startups.",https://www.youtube.com/watch?v=D7xJ6AlkS9I,D7xJ6AlkS9I,11.5,180,180 views,7,20.6K subscribers,4 months ago,11:30,,,IndiaAI,False,"India’s AI Mission is powering the future of innovation, growth, and inclusion across the Global South. From digital public infrastructure to sovereign AI models, India is building a sustainable and impactful framework t..."
2025-09-18,"Sep 18, 2025","India-AI Impact Summit 2026 | Big Announcements, New Logo & 8 Indigenous AI Models",IndiaAI,"Union Minister Shri Ashwini Vaishnaw unveiled the logo and flagship initiatives of the India-AI Impact Summit 2026, set to take place on 19–20 February at Bharat Mandapam, New Delhi. The summit will spotlight transformative programs like UDAAN – Global AI Pitch Fest, YuvaAI Innovation Challenge, AI by HER, Global...",https://www.youtube.com/watch?v=y2RcCG3GZ40,y2RcCG3GZ40,3.7,941,941 views,19,20.6K subscribers,4 months ago,3:42,,,IndiaAI,False,"Union Minister Shri Ashwini Vaishnaw unveiled the logo and flagship initiatives of the India-AI Impact Summit 2026, set to take place on 19–20 February at Bharat Mandapam, New Delhi. The summit will spotlight transformat..."
2025-09-16,"Sep 16, 2025",Abhishek Singh at the International Conference on Faith and Future: Integrating AI with Spirituality,Spirituality,"“AI must be developed and deployed in a way that reflects our deepest values and responsibilities.” ~ Shri Abhishek Singh, Additional Secretary, Ministry of Electronics & Information Technology, and CEO, IndiaAI Mission; at the International Conference on Faith and Future: Integrating AI with Spirituality, held...",https://www.youtube.com/watch?v=C38vRkFg-Ek,C38vRkFg-Ek,13.47,635,635 views,18,20.6K subscribers,4 months ago,13:28,,,IndiaAI,False,"“AI must be developed and deployed in a way that reflects our deepest values and responsibilities.” ~ Shri Abhishek Singh, Additional Secretary, Ministry of Electronics & Information Technology, and CEO, IndiaAI Mission;..."
2025-07-22,"Premiered Jul 22, 2025",Voice Fusion AI - Assistive Technology for learning disabilities,IndiaAI,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthcare • Agriculture • Climate Change • Governance • Assistive Technology for learning disabilities...",https://www.youtube.com/watch?v=ZnS1ne7HPJs,ZnS1ne7HPJs,1.35,258,258 views,5,20.6K subscribers,6 months ago,1:21,,,IndiaAI,False,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthca..."
2025-07-21,"Premiered Jul 21, 2025",Jivi AI - Healthcare,IndiaAI,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthcare • Agriculture • Climate Change • Governance • Assistive Technology for learning disabilities...",https://www.youtube.com/watch?v=JYraSLELIcQ,JYraSLELIcQ,0.77,219,219 views,5,20.6K subscribers,6 months ago,0:46,,,IndiaAI,False,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthca..."
2025-07-18,"Premiered Jul 18, 2025",Ocellux - Healthcare,IndiaAI,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthcare • Agriculture • Climate Change • Governance • Assistive Technology for learning disabilities...",https://www.youtube.com/watch?v=E5dOxJPut8c,E5dOxJPut8c,1.5,172,172 views,5,20.6K subscribers,6 months ago,1:30,,,IndiaAI,False,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthca..."
2025-07-17,"Premiered Jul 17, 2025",Pheezee - Healthcare,IndiaAI,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthcare • Agriculture • Climate Change • Governance • Assistive Technology for learning disabilities...",https://www.youtube.com/watch?v=w8ImlphKDsI,w8ImlphKDsI,1.08,213,213 views,7,20.6K subscribers,6 months ago,1:05,,,IndiaAI,False,"The India AI Innovation Challenge - Meet the shortlisted solutions! Launched under the India AI Application Development Initiative, the contest has shortlisted 30 transformative AI solutions across key themes: • Healthca..."
2025-05-16,"May 16, 2025",IndiaAI x GSI Hackathon 2025 | AI for Mineral Targeting - 14th May 2025,IndiaAI,"Discover how Artificial Intelligence is transforming the future of mineral exploration! 💡⛏️ Part II Watch the second info session for the IndiaAI Hackathon on Mineral Targeting 2025 , hosted by IndiaAI in collaboration with the Geological Survey of India (GSI) under the Ministry of Mines.",https://www.youtube.com/watch?v=UETrYrT185M,UETrYrT185M,56.47,437,437 views,11,20.6K subscribers,8 months ago,56:28,,,IndiaAI,False,"Discover how Artificial Intelligence is transforming the future of mineral exploration! 💡⛏️ Part II Watch the second info session for the IndiaAI Hackathon on Mineral Targeting 2025 , hosted by IndiaAI in collaboration w..."
2025-04-21,"Apr 21, 2025",IndiaAI x GSI Hackathon 2025 | AI for Mineral Targeting - 15th April 2025,IndiaAI,Harnessing AI to unlock India's mineral future! Discover how Artificial Intelligence is transforming the future of mineral exploration!,https://www.youtube.com/watch?v=b7EO0k54ljU,b7EO0k54ljU,61.85,752,752 views,17,20.6K subscribers,9 months ago,1:01:51,,,IndiaAI,False,Harnessing AI to unlock India's mineral future! Discover how Artificial Intelligence is transforming the future of mineral exploration! 💡⛏️ Watch the Outreach Webinar was hosted by IndiaAI in collaboration with the Geolo...
2025-03-16,"Premiered Mar 16, 2025",AI is incomplete without India - PM ‪@NarendraModi‬,IndiaAI,"PM Modi emphasized that no matter how much the world advances in AI, it remains incomplete without India. He highlighted that AI is fundamentally about collaboration, and India is making a significant contribution to its development.",https://www.youtube.com/watch?v=Foe_1Fj6dOo,Foe_1Fj6dOo,4.05,651,651 views,19,20.6K subscribers,10 months ago,4:03,,,IndiaAI,False,"PM Modi emphasized that no matter how much the world advances in AI, it remains incomplete without India. He highlighted that AI is fundamentally about collaboration, and India is making a significant contribution to its..."
2025-03-10,"Mar 10, 2025",Empowering Public Sector Leadership: A Competency Framework for AI Integration in India,IndiaAI,"🌟 A Smarter Future Starts Here! 🌟 A Competency Framework for AI Integration in India will equip policymakers and government officials with the right skills, ethical awareness, and strategic know-how to integrate AI effectively.",https://www.youtube.com/watch?v=1wmyrf07Eb8,1wmyrf07Eb8,0.43,72,72 views,2,20.6K subscribers,11 months ago,0:26,,,IndiaAI,False,"🌟 A Smarter Future Starts Here! 🌟 A Competency Framework for AI Integration in India will equip policymakers and government officials with the right skills, ethical awareness, and strategic know-how to integrate AI effec..."
2025-03-10,"Mar 10, 2025",Introducing: AIKosha,IndiaAI,"AIKosha: An IndiaAI solution designed to empower teams & individuals on their AI journey, while providing data providers with a secure way to share & access data with the right audience.",https://www.youtube.com/watch?v=5K-LQTMPezk,5K-LQTMPezk,2.0,659,659 views,15,20.6K subscribers,11 months ago,2:00,,,IndiaAI,False,"AIKosha: An IndiaAI solution designed to empower teams & individuals on their AI journey, while providing data providers with a secure way to share & access data with the right audience. Explore it as https://aikosha.ind..."
2025-03-10,"Mar 10, 2025",Introducing:  iGOT-AI,IndiaAI,"Smarter, tailored training to empower Govt workforce! An advanced AI-powered personalized learning system on the iGOT Karmayogi platform, designed to enhance the learning experience for civil servants.",https://www.youtube.com/watch?v=2hhx_GY4W_0,2hhx_GY4W_0,0.5,110,110 views,1,20.6K subscribers,11 months ago,0:30,,,IndiaAI,False,"#IndiaAI #AatmanirbharBharat Smarter, tailored training to empower Govt workforce! An advanced AI-powered personalized learning system on the iGOT Karmayogi platform, designed to enhance the learning experience for civil..."
2025-03-10,"Mar 10, 2025",Introducing: IndiaAI Startups Global,IndiaAI,"A partnership with STATION F and HEC Paris part of the International Program at STATION F, selected startups will gain unparalleled access to Europe’s innovation ecosystem to scale responsibly & ethically.",https://www.youtube.com/watch?v=UA93CXX25ic,UA93CXX25ic,0.43,103,103 views,2,20.6K subscribers,11 months ago,0:26,,,IndiaAI,False,"#IndiaAIMission proudly launches #IndiaAIStartupsGlobal, a flagship initiative empowering Indian AI startups to build trustworthy, inclusive & sustainable AI for global citizens. A partnership with STATION F and HEC Pari..."
2025-03-10,"Mar 10, 2025",Introducing: IndiaAI Compute Portal,IndiaAI,"✨ Launched - IndiaAI Compute Portal Unleash the potential of advanced GPU computing with Compute Portal, a platform that makes high-end computing both accessible and affordable—empowering your research and innovation.",https://www.youtube.com/watch?v=yolC_82O6Q0,yolC_82O6Q0,1.27,1238,"1,238 views",25,20.6K subscribers,11 months ago,1:16,,,IndiaAI,False,"#ViksitBharat #AIAdvancements ✨ Launched - IndiaAI Compute Portal Unleash the potential of advanced GPU computing with #IndiaAI Compute Portal, a platform that makes high-end computing both accessible and affordable—empo..."
2025-03-07,"Mar 7, 2025",Welcome Address: Launch of AIKosha & AI Compute Portal,IndiaAI,"Launch of AIKosha & AI Compute Portal: Enabling Research and Innovation Ecosystem of India The event started with the welcome address by Shri Abhishek Singh, CEO IndiaAI. The newly introduced initiatives include AIKosha: IndiaAI Datasets Platform, the AI Compute Portal, the AI Competency Framework for Public Sector...",https://www.youtube.com/watch?v=fTpdTt051p8,fTpdTt051p8,5.23,1045,"1,045 views",52,20.6K subscribers,11 months ago,5:14,,,IndiaAI,False,"#IndiaAI #AIKosha Launch of AIKosha & AI Compute Portal: Enabling Research and Innovation Ecosystem of India The event started with the welcome address by Shri Abhishek Singh, CEO IndiaAI. The newly introduced initiative..."
2025-02-19,"Feb 19, 2025",Webinar: Understanding Industry and Academic Role Towards Building Safe & Trusted AI,IndiaAI,IndiaAI Safe & Trusted AI Projects – Understanding Industry and Academic Role Towards Building Safe & Trusted AI Missed the enlightening webinar on Safe & Trusted AI? 🌟 Dive into the insights shared by Mr.,https://www.youtube.com/watch?v=YVwVIVx8X9o,YVwVIVx8X9o,41.53,239,239 views,9,20.6K subscribers,11 months ago,41:32,,,IndiaAI,False,"IndiaAI Safe & Trusted AI Projects – Understanding Industry and Academic Role Towards Building Safe & Trusted AI Missed the enlightening webinar on Safe & Trusted AI? 🌟 Dive into the insights shared by Mr. Sunil Abraham,..."
2025-02-13,"Premiered Feb 13, 2025",Information Webinar on Call for Proposals for India’s Foundation AI Models,IndiaAI,"This information webinar was open to startups, innovators, researchers, academia, non-profit entities, and private enterprises interested in applying for the Call for Proposals for Foundation Models. It provided an overview of the application process and addressed key questions related to submitting a proposal.",https://www.youtube.com/watch?v=ThNFCt-N9gs,ThNFCt-N9gs,41.47,1769,"1,769 views",46,20.6K subscribers,1 year ago,41:28,,,IndiaAI,False,"This information webinar was open to startups, innovators, researchers, academia, non-profit entities, and private enterprises interested in applying for the Call for Proposals for Foundation Models. It provided an overv..."
2025-01-20,"Jan 20, 2025",GenAI for India | Harnessing the Potential of GenAI for India | Live Webinar |,IndiaAI,"Explore the transformative potential of Generative AI (GenAI) in driving India’s socio-economic growth. Watch top leaders share insights on innovation, inclusivity, and real-world applications of GenAI.",https://www.youtube.com/watch?v=IZnUfy4Mbwo,IZnUfy4Mbwo,63.2,565,565 views,13,20.6K subscribers,1 year ago,1:03:12,,,IndiaAI,False,"#GenAI #AIForIndia #Webinar Explore the transformative potential of Generative AI (GenAI) in driving India’s socio-economic growth. Watch top leaders share insights on innovation, inclusivity, and real-world applications..."
2025-01-02,"Jan 2, 2025",Webinar: Building Safe & Trusted AI - Advancing India's AI Ecosystem,IndiaAI,Building Safe & Trusted AI - Advancing India's AI Ecosystem through the IndiaAI Safe & Trusted AI Projects Missed the enlightening webinar on Safe & Trusted AI? 🌟 Dive into the insights shared by Dr.,https://www.youtube.com/watch?v=1kfXFgEjhyo,1kfXFgEjhyo,51.38,551,551 views,11,20.6K subscribers,1 year ago,51:23,,,IndiaAI,False,#indiaai #ai #aiforgood Building Safe & Trusted AI - Advancing India's AI Ecosystem through the IndiaAI Safe & Trusted AI Projects Missed the enlightening webinar on Safe & Trusted AI? 🌟 Dive into the insights shared by ...
2024-12-27,"Dec 27, 2024",Virtual Convening on Climate Change and AI,IndiaAI,Leading with purpose! India’s pivotal role as GPAI Co-Chair has brought global AI efforts into focus.,https://www.youtube.com/watch?v=OSz79SM4Dtc,OSz79SM4Dtc,110.97,95,95 views,4,20.6K subscribers,1 year ago,1:50:58,,,IndiaAI,False,"#GPAI #IndiaAI #aiforgood Leading with purpose! India’s pivotal role as GPAI Co-Chair has brought global AI efforts into focus. From sustainable agriculture to climate change, India is steering AI innovation for a greene..."
2024-11-21,"Nov 21, 2024",Webinar: Advanced AI Insights for Cybersecurity - IndiaAI Cyberguard AI Hackathon,IndiaAI,"Get ready to excel in the IndiaAI CyberGuard AI Hackathon! On November 18, 2024, at 11:00 AM IST, participants joined an exclusive webinar, Advanced AI Insights for Cybersecurity, designed to provide valuable guidance and strategies for success in tackling cybersecurity challenges using AI.",https://www.youtube.com/watch?v=7mnvEmyUKI0,7mnvEmyUKI0,65.4,156,156 views,7,20.6K subscribers,1 year ago,1:05:24,,,IndiaAI,False,"#CyberGuardAIHackathon #IndiaAI #AIForCybersecurity Get ready to excel in the IndiaAI CyberGuard AI Hackathon! On November 18, 2024, at 11:00 AM IST, participants joined an exclusive webinar, Advanced AI Insights for Cyb..."
2024-11-21,"Premiered Nov 21, 2024",Webinar: Safeguarding India’s Digital Future - Dive into the IndiaAI CyberGuard AI Hackathon,IndiaAI,"The IndiaAI CyberGuard AI Hackathon kicked off on November 13, 2024, at 11:00 AM IST. This groundbreaking event brought together brilliant minds to tackle cybersecurity challenges using AI-driven solutions.",https://www.youtube.com/watch?v=-mq1VQsdvOQ,-mq1VQsdvOQ,45.02,173,173 views,1,20.6K subscribers,1 year ago,45:01,,,IndiaAI,False,"The IndiaAI CyberGuard AI Hackathon kicked off on November 13, 2024, at 11:00 AM IST. This groundbreaking event brought together brilliant minds to tackle cybersecurity challenges using AI-driven solutions. Hosted in col..."
2024-11-08,"Premiered Nov 8, 2024",IndiaAI Mission—Making AI in India for India,IndiaAI,"Listen to Shri Abhishek Singh, Additional Secretary, MeitY, and CEO, IndiaAI Mission, Ministry of Electronics & IT as he highlights the government of India’s pioneering approach to unleash the power of AI across the nation!",https://www.youtube.com/watch?v=hCg7joZH2bw,hCg7joZH2bw,35.93,5758,"5,758 views",130,20.6K subscribers,1 year ago,35:56,,,IndiaAI,False,"#indiaai #aiinnovation #nvidia Listen to Shri Abhishek Singh, Additional Secretary, MeitY, and CEO, IndiaAI Mission, Ministry of Electronics & IT as he highlights the government of India’s pioneering approach to unleash ..."
2024-10-25,"Oct 25, 2024",Collaboration for GenAI Centre of Excellence & YuvaAI Initiative,IndiaAI,Public Announcement on Collaboration between Meta and IndiaAI for GenAI CoE & Skilling Project along with AICTE and IIT Jodhpur,https://www.youtube.com/watch?v=qfBaaUl4qBQ,qfBaaUl4qBQ,47.77,201,201 views,6,20.6K subscribers,1 year ago,47:46,,,IndiaAI,False,Public Announcement on Collaboration between Meta and IndiaAI for GenAI CoE & Skilling Project along with AICTE and IIT Jodhpur
2024-10-24,"Oct 24, 2024",IndiaAI CyberGuard AI Hackathon,IndiaAI,Join us!,https://www.youtube.com/watch?v=JzkU-SJ-vMA,JzkU-SJ-vMA,2.33,459,459 views,17,20.6K subscribers,1 year ago,2:20,,,IndiaAI,False,#IndiaAI is teaming up with the Indian Cybercrime Coordination Centre (I4C) for the #IndiaAICyberGuardAIHackathon to strengthen #cybersecurity and combat cybercrime through innovative AI solutions. Join us! Tap here to a...
2024-10-24,"Premiered Oct 24, 2024","Meet Umakant Soni, Chairman of AI Foundary sharing insights with INDIAai",INDIAai,"India is the AI talent centre of the world, says Umakant Soni, Chairman of AI Foundary and co founder of ARTPARK. In an exclusive interview with INDIAai, Mr.",https://www.youtube.com/watch?v=R9SFOMOrZlQ,R9SFOMOrZlQ,30.35,180,180 views,3,20.6K subscribers,1 year ago,30:21,,,IndiaAI,False,"#AI #Startup #technology ##AIInnovation India is the AI talent centre of the world, says Umakant Soni, Chairman of AI Foundary and co founder of ARTPARK. In an exclusive interview with INDIAai, Mr. Soni discussed how AI ..."
2024-09-29,"Sep 29, 2024",Join the IndiaAI Innovation Challenge,IndiaAI,"Calling all innovators, researchers, and entrepreneurs! Join the IndiaAI Innovation Challenge and shape the future of AI in India.",https://www.youtube.com/watch?v=gto-BOeLl8o,gto-BOeLl8o,1.23,152,152 views,7,20.6K subscribers,1 year ago,1:14,,,IndiaAI,False,"#IndiaAI #AIInnovation #techforgood Calling all innovators, researchers, and entrepreneurs! Join the IndiaAI Innovation Challenge and shape the future of AI in India. Let’s build a smarter tomorrow. Last date of submissi..."
2024-09-19,"Sep 19, 2024",IndiaAI Innovation Challenge Webinar,IndiaAI,"To foster a deeper understanding of the IndiaAI Innovation Challenge objectives, eligibility criteria, and application process, Shri Aakrit Vaish, Advisor, AI Mission provided a brief overview of the Challenge in the information webinar organised on 12/09/2024. The webinar covered thematic priorities of the...",https://www.youtube.com/watch?v=zvnijB4vrok,zvnijB4vrok,53.22,194,194 views,2,20.6K subscribers,1 year ago,53:13,,,IndiaAI,False,"To foster a deeper understanding of the IndiaAI Innovation Challenge objectives, eligibility criteria, and application process, Shri Aakrit Vaish, Advisor, AI Mission provided a brief overview of the Challenge in the inf..."
2024-09-18,"Sep 18, 2024",Advancing AI Innovation : IndiaAI Innovation Challenge Webinar,IndiaAI,"To foster a deeper understanding of the IndiaAI Innovation Challenge objectives, eligibility criteria, and application process, Smt. Kavita Bhatia, COO, IndiaAI Mission, provided a brief overview of the Challenge in the information webinar organised on 09/09/2024.",https://www.youtube.com/watch?v=tr_BjrnOpmE,tr_BjrnOpmE,45.2,571,571 views,10,20.6K subscribers,1 year ago,45:12,,,IndiaAI,False,"To foster a deeper understanding of the IndiaAI Innovation Challenge objectives, eligibility criteria, and application process, Smt. Kavita Bhatia, COO, IndiaAI Mission, provided a brief overview of the Challenge in the ..."
2024-09-17,"Sep 17, 2024",Global IndiaAI Summit 2024 | Real World AI Solutions | Artificial Intelligence,IndiaAI,"The case study presentations and panel discussions brought together technical experts to share their experiences of creating real-world solutions, identify gaps in the development and deployment of AI solutions, and discover the next steps in the AI adoption journey. The learnings of implementing various AI use...",https://www.youtube.com/watch?v=br6mMlqoD9A,br6mMlqoD9A,111.5,473,473 views,7,20.6K subscribers,1 year ago,1:51:30,,,IndiaAI,False,"The case study presentations and panel discussions brought together technical experts to share their experiences of creating real-world solutions, identify gaps in the development and deployment of AI solutions, and disc..."
2024-09-16,"Sep 16, 2024",Global IndiaAI Summit 2024 | Large Language Models | Artificial Intelligence,IndiaAI,"The session was about learning and sharing knowledge on Large Language Models (LLMs) and Large Multimodal Models (LMMs), with the aim to understand the unique linguistic and cultural diversity inherent to India, examining how LLMs can effectively address challenges associated with multilingualism. Furthermore, the...",https://www.youtube.com/watch?v=zr5QpyY8wuY,zr5QpyY8wuY,96.8,1473,"1,473 views",38,20.6K subscribers,1 year ago,1:36:48,,,IndiaAI,False,"The session was about learning and sharing knowledge on Large Language Models (LLMs) and Large Multimodal Models (LMMs), with the aim to understand the unique linguistic and cultural diversity inherent to India, examinin..."
2024-09-15,"Sep 15, 2024",Global IndiaAI Summit 2024 | From Seed to Scale- Empowering India’s Startup Ecosystem | IndiaAI,IndiaAI,"This session aimed to forge a path towards a self-sufficient India, where the startup ecosystem not only thrives on its own merits but also contributes significantly to the global market. It sought to acknowledge the strides made through existing initiatives and assess the current landscape.",https://www.youtube.com/watch?v=agq23wgs4SE,agq23wgs4SE,93.35,1316,"1,316 views",21,20.6K subscribers,1 year ago,1:33:21,,,IndiaAI,False,"This session aimed to forge a path towards a self-sufficient India, where the startup ecosystem not only thrives on its own merits but also contributes significantly to the global market. It sought to acknowledge the str..."
2024-09-14,"Sep 14, 2024","Global IndiaAI Summit 2024 | Ensuring Safety, Trust & Governance in AI Age | Artificial Intelligence",IndiaAI,"This session explored India's commitment to leveraging AI for societal good, emphasising the country's strategic approach rooted in openness, safety, trust, and accountability. Discussions will focus on India's efforts to establish ethical guidelines, enhance international cooperation, and prioritise safe and...",https://www.youtube.com/watch?v=8I8LJ0EO9RI,8I8LJ0EO9RI,93.63,332,332 views,7,20.6K subscribers,1 year ago,1:33:38,,,IndiaAI,False,"This session explored India's commitment to leveraging AI for societal good, emphasising the country's strategic approach rooted in openness, safety, trust, and accountability. Discussions will focus on India's efforts t..."
2024-09-13,"Sep 13, 2024",Global IndiaAI Summit 2024 | Empowering Talent through AI Education & Skilling | IndiaAI,IndiaAI,"The session focused on the current industry demand, challenges, and growth in AI skills, highlighting significant opportunities for job seekers. The panel discussed the importance of AI skilling in today's rapidly evolving technological landscape, emphasising its impact on employability, earning potential, and...",https://www.youtube.com/watch?v=SRciThRMqYQ,SRciThRMqYQ,84.63,244,244 views,7,20.6K subscribers,1 year ago,1:24:38,,,IndiaAI,False,"The session focused on the current industry demand, challenges, and growth in AI skills, highlighting significant opportunities for job seekers. The panel discussed the importance of AI skilling in today's rapidly evolvi..."
2024-09-12,"Sep 12, 2024",Global IndiaAI Summit 2024 | GPAI Future of Working Groups |  Artificial Intelligence,IndiaAI,"This session included a detailed overview of AI usage in the informal climate sector across South Asia, highlighting the Indian case study of agriculture and evolution of AgriTech. It also offered an analysis of the ethical theory of intersectionality and needed societal scrutiny over marginalised groups working in...",https://www.youtube.com/watch?v=k08O-AsFb2I,k08O-AsFb2I,62.68,152,152 views,6,20.6K subscribers,1 year ago,1:02:41,,,IndiaAI,False,"This session included a detailed overview of AI usage in the informal climate sector across South Asia, highlighting the Indian case study of agriculture and evolution of AgriTech. It also offered an analysis of the ethi..."
2024-09-11,"Sep 11, 2024",Global IndiaAI Summit 2024 | GPAI convening on Global Health & AI | Artificial Intelligence,IndiaAI,"The goal of this Convening was to gather insights and feedback on the use of AI in healthcare to better understand the unique challenges faced by global south countries in integrating AI solutions. The insights gained will help GPAI refine its focus and explore new directions for future endeavours, ensuring that...",https://www.youtube.com/watch?v=SzYVbC0mt8c,SzYVbC0mt8c,89.53,177,177 views,2,20.6K subscribers,1 year ago,1:29:32,,,IndiaAI,False,The goal of this Convening was to gather insights and feedback on the use of AI in healthcare to better understand the unique challenges faced by global south countries in integrating AI solutions. The insights gained wi...
